dx,dy,dz,B_pred,az_pred,el_pred,pm_x,pm_y,pm_z
0.0,0.0,0.003,-1.5163299394771457e-05,-0.7541766166687012,-0.6672066450119019,-0.06687129219233405,-0.4419129561165842,-0.22010989067750755
0.00039983335416542663,0.0007986673331746252,0.002996250781184899,-1.0115065379068255e-05,1.7286667823791504,-0.6694285273551941,-0.07756556799191558,-0.43209703300958996,-0.2307253978465334
0.0007986673331746252,0.0015893546463604897,0.0029850124958340774,-3.760913386940956e-06,1.939908504486084,-0.6649132370948792,-0.0888560702154805,-0.42393238313554876,-0.2400255431110147
0.001195505059788794,0.0023641616532907167,0.002966313233808127,-1.1043739505112171e-06,1.8894659280776978,-0.6535371541976929,-0.09838004131915659,-0.4165134968254471,-0.24810446021377558
0.0015893546463604897,0.0031153467384692044,0.002940199733523725,7.863563951104879e-07,1.824339747428894,-0.6397271752357483,-0.10620528682537918,-0.40971993792089045,-0.25508495106249757
0.0019792316740361833,0.003835404308833624,0.002906737265131934,2.679866156540811e-06,1.7641156911849976,-0.625613272190094,-0.11255910772704963,-0.40352054674125293,-0.2610946126319069
0.0023641616532907167,0.004517139787160284,0.002866009467376818,4.440444172360003e-06,1.708221673965454,-0.6111992597579956,-0.11764106121575099,-0.3978809819792605,-0.26624570433595124
0.002743182459643611,0.005153741497901529,0.0028181181385421366,7.17799412086606e-06,1.6188127994537354,-0.5948171615600586,-0.12126566046282138,-0.39273029683667077,-0.2706208005503255
0.0031153467384692044,0.005738848727196182,0.0027631829820086553,1.0513482266105711e-05,1.5403897762298584,-0.5712481737136841,-0.12369095531214441,-0.3880392576301423,-0.27424068934551127
0.003479724272889842,0.006266615277019868,0.002701341307058031,1.4669058145955205e-05,1.459796667098999,-0.5478373765945435,-0.1250180802153947,-0.38382267368692596,-0.2771940617516083
0.003835404308833624,0.0067317678784631725,0.0026327476856711184,1.8945691408589482e-05,1.3866995573043823,-0.5249199867248535,-0.12543888591604746,-0.38008468177206906,-0.27956255639971717
0.004181497831445274,0.007129658880491483,0.0025575735661785173,2.391786256339401e-05,1.3266031742095947,-0.5010449886322021,-0.12518157659116022,-0.3767915124129189,-0.2814034550152697
0.004517139787160284,0.007456312687737812,0.0024760068447290348,2.8886832296848297e-05,1.270127773284912,-0.47830742597579956,-0.1243599943582987,-0.37392993347731207,-0.28278868377322786
0.0048414912458883165,0.007708465483337544,0.0023882513956471675,3.360632399562746e-05,1.2353874444961548,-0.45918625593185425,-0.12326100195987544,-0.371429141436453,-0.283808101711501
0.005153741497901529,0.007883597839907682,0.002294526561853465,3.7998222978785634e-05,1.2132126092910767,-0.44339823722839355,-0.12204694744678207,-0.3692319598543633,-0.28453896476464163
0.005453110080186673,0.007979959892832436,0.0021950666066214626,4.1932129533961415e-05,1.1847596168518066,-0.43020737171173096,-0.12067384498585515,-0.36734719985739933,-0.2850422826536853
0.005738848727196182,0.00799658882433204,0.0020901201280414962,4.539322981145233e-05,1.1500316858291626,-0.4196717143058777,-0.11910512431291174,-0.365787183043256,-0.2853728986567972
0.006010243241122342,0.007933318483619748,0.001979949437654946,4.837205051444471e-05,1.1091035604476929,-0.4118220806121826,-0.117312731336205,-0.36456789828313857,-0.2855798236992668
0.006266615277019868,0.0077907810470255615,0.0018648299048119933,5.08643570356071e-05,1.0621225833892822,-0.4066615700721741,-0.1152781798438471,-0.3637088430778979,-0.2857065256702929
0.00650732403831499,0.007570400701499316,0.0017450492683916505,5.2871459047310054e-05,1.0093046426773071,-0.40416502952575684,-0.11299345668789743,-0.3632325014708563,-0.2857911816268786
0.0067317678784631725,0.007274379414605454,0.0016209069176044194,5.439971573650837e-05,0.9509375095367432,-0.40428078174591064,-0.11046179263145972,-0.3631633823434861,-0.28586692402424385
0.006939385804752136,0.006905674933190989,0.0014927131436751808,5.614096880890429e-05,0.9104031920433044,-0.4036906361579895,-0.10788259029437794,-0.36336082938820763,-0.2859272284483926
0.007129658880491483,0.006467971230556721,0.001360788364276732,5.729430995415896e-05,0.8895642757415771,-0.4038098454475403,-0.10543760767210482,-0.3636743841958958,-0.28598157894431786
0.007302111522084169,0.00596564169741376,0.0012254623226524714,5.898808012716472e-05,0.8084684610366821,-0.4049317240715027,-0.1026348374702321,-0.36453037451284986,-0.28604147475152963
0.007456312687737812,0.005403705444409205,0.0010870732634300202,6.040307926014066e-05,0.7207253575325012,-0.40782690048217773,-0.09952548456304292,-0.36597320406537526,-0.28612529788584457
0.007591876954844689,0.004787777152831653,0.000945967087185806,6.190736894495785e-05,0.640726625919342,-0.4099924564361572,-0.09625671773058393,-0.36791645197736417,-0.28622231033202233
0.007708465483337544,0.004124010974571713,0.0008024964858737621,6.468361243605614e-05,0.5505234003067017,-0.4112306237220764,-0.0928422911442802,-0.37043049928982297,-0.28632096367330273
0.007805786862613273,0.0034190390418706385,0.0006570200612791245,6.828834011685103e-05,0.4538165032863617,-0.4131432771682739,-0.0893466427459026,-0.3735555313891416,-0.2864282824249666
0.007883597839907682,0.0026799052012472374,0.0005099014287007225,6.898118590470403e-05,0.326387494802475,-0.4016161561012268,-0.08570094172038166,-0.37755046333527875,-0.28639889354773823
0.007941703928300708,0.0019139946337118558,0.0003615083081020992,7.167011790443212e-05,0.18695476651191711,-0.3895166516304016,-0.08205824707058133,-0.38250705410022745,-0.2862423997360995
0.007979959892832436,0.0011289600644789376,0.00021221160500310872,7.56809749873355e-05,0.08985275030136108,-0.38067132234573364,-0.0786690166527379,-0.3879058984574006,-0.28600877445130385
0.007998270113514856,0.00033264529946632393,6.238448340927728e-05,7.225728768389672e-05,0.05878810957074165,-0.37526339292526245,-0.07563813008716087,-0.39299200300361015,-0.28574437750152665
0.00799658882433204,-0.0004669931474206407,-8.759856690386644e-05,7.57332454668358e-05,-0.17706209421157837,-0.3751205801963806,-0.07312173677414814,-0.40002487927776603,-0.285510153509757
0.007974920227631351,-0.0012619655531459892,-0.00023736266642020225,8.740444900467992e-05,-0.245091512799263,-0.36417311429977417,-0.07101755307717822,-0.4069490593072244,-0.285184603168352
0.007933318483619748,-0.0020443288162146534,-0.0003865334828865746,8.922905544750392e-05,-0.29002824425697327,-0.3583762049674988,-0.06927277227832238,-0.41352295319538596,-0.2848346733475647
0.007871887574991496,-0.0028062658215169587,-0.0005347381669484763,9.163747017737478e-05,-0.3583076298236847,-0.34409525990486145,-0.06792177223954345,-0.4200371522709517,-0.2843698503358194
0.0077907810470255615,-0.0035401635463588195,-0.0006816062840792614,9.496587153989822e-05,-0.40356186032295227,-0.32577311992645264,-0.06685338642408852,-0.4262599868312461,-0.28375835195031057
0.007690201623802399,-0.004238689127267947,-0.0008267707404735388,9.887963824439794e-05,-0.4965333044528961,-0.3073807954788208,-0.06630244359091396,-0.4326955977246336,-0.28301573958352855
0.007570400701499316,-0.004894863127541754,-0.0009698687005905108,0.00010360356827732176,-0.5979693531990051,-0.2910110354423523,-0.06635930313017874,-0.4393562782095535,-0.2821792253320464
0.0074316777200309535,-0.005502129273471793,-0.0011105424940538614,0.000111010653199628,-0.652713418006897,-0.2717876434326172,-0.0667188468544672,-0.44575301233855835,-0.28122702878521794
0.007274379414605454,-0.006054419962463426,-0.0012484405096414273,0.00011673936387524009,-0.6717232465744019,-0.25340092182159424,-0.06712326829382598,-0.451585853327682,-0.28018134862611066
0.007098898949067002,-0.006546216888515287,-0.0013832180741301394,0.00012198877084301785,-0.6886705756187439,-0.23695461452007294,-0.06756382381690644,-0.4568976662542844,-0.2790744849238998
0.006905674933190989,-0.006972606179308706,-0.0015145383137995727,0.00012675090692937374,-0.7045977711677551,-0.22240138053894043,-0.06803820508306035,-0.4617361054536762,-0.2779346448981725
0.006695190326387982,-0.00732932749399564,-0.001642072996440813,0.0001305632176809013,-0.718770444393158,-0.21119609475135803,-0.06854006716002364,-0.4661349766398112,-0.27680355345710494
0.006467971230556721,-0.007612816591116128,-0.0017655033517660374,0.00013354135444387794,-0.7300924062728882,-0.20308612287044525,-0.0690530013256336,-0.47011599501805096,-0.27571533497607054
0.00622458557510337,-0.007820240941320776,-0.0018845208681682174,0.00013607395521830767,-0.7358744740486145,-0.1971244513988495,-0.06953844005020543,-0.47367784071718705,-0.2746893431043874
0.00596564169741376,-0.007949528029067716,-0.0019988280638394734,0.0001382650516461581,-0.7364259958267212,-0.1932632029056549,-0.06996338313394566,-0.47682283938237235,-0.2737421515769991
0.005691786822326755,-0.007999386060512807,-0.002108139230320662,0.00014021234528627247,-0.7320824265480042,-0.1914440095424652,-0.07030088962818096,-0.4795561352831335,-0.27288773102426817
0.005403705444409205,-0.007969316870686725,-0.0022121811466237376,0.00014161501894704998,-0.7216657400131226,-0.1919272243976593,-0.07051919333576007,-0.48187131643488545,-0.27214139100283286
0.005102117617076029,-0.00785962090099466,-0.0023106937621419224,0.00014247771468944848,-0.7051583528518677,-0.19470858573913574,-0.07059199171251879,-0.4837612698927406,-0.2715165475173448
